2, 2, 2, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 2, 2, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 3, 2, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 3, 2, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 3, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 3, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 4, 2, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 4, 2, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 4, 3, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 4, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 4, 4, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 4, 4, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 5, 2, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 5, 2, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 5, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 5, 3, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 5, 4, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 5, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 5, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 5, 5, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 6, 2, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 6, 2, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 6, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 6, 3, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 6, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 6, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 6, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 6, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 6, 6, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 6, 6, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 2, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 2, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 6, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 6, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 7, 7, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 7, 7, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 2, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 2, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 3, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 3, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 4, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 4, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 5, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 5, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 6, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 6, 2, 2, 1, 7, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 7, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 7, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 8, 8, 2, 2, 1, 7, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 8, 8, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 2, 2, 2, 1, 8, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 2, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 3, 2, 2, 1, 7, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 3, 2, 2, 1, 7, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 4, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 4, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 5, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 6, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 6, 2, 2, 1, 8, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 7, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 7, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 8, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 8, 2, 2, 1, 8, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 9, 9, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 9, 9, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 2, 2, 2, 1, 3, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 2, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 3, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 3, 2, 2, 1, 4, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 4, 2, 2, 1, 8, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 4, 2, 2, 1, 10, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 5, 2, 2, 1, 6, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 5, 2, 2, 1, 7, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 6, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 6, 2, 2, 1, 2, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
2, 10, 7, 2, 2, 1, 9, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000,2, 10, 7, 2, 2, 1, 5, 1.000000, 2, 2, 1, 2, 1.000000, 0.000000
